payment_id,customer_id,prediction_time,logged_action,logging_probability,logged_recovered,base_policy_intervention,fraud_flag,selected_action,decision_type,fallback_used,failure_class,risk_checks_passed,probability_margin,expected_value_margin_inr,margin_fallback_triggered,decision_reasons,predicted_retry_payment_probability,retry_payment_supported,retry_payment_support_count,retry_payment_support_ess,predicted_payment_link_probability,payment_link_supported,payment_link_support_count,payment_link_support_ess,predicted_whatsapp_reminder_probability,whatsapp_reminder_supported,whatsapp_reminder_support_count,whatsapp_reminder_support_ess,predicted_escalate_to_merchant_probability,escalate_to_merchant_supported,escalate_to_merchant_support_count,escalate_to_merchant_support_ess
TXN0000070643,C003437,2024-11-10 08:30:20,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,payment_link,fallback,True,customer_decline,True,0.01394129,,False,"[""decision_uncertain"", ""expected_value_margin:0.2594318389892578"", ""probability_margin:0.013941287994384766"", ""margin_not_applicable_to_non_allow_decision""]",0.60494900,True,382,61.49646714,0.65914392,True,55,50.36414754,0.64520264,True,122,42.51287438,0.49646121,True,685,101.16768160
TXN0000133719,C006375,2024-11-10 08:34:53,retry_payment,0.90000000,1,retry_payment,0,payment_link,fallback,True,customer_decline,True,0.01327902,,False,"[""decision_uncertain"", ""expected_value_margin:56.40343481302261"", ""probability_margin:0.0132790207862854"", ""margin_not_applicable_to_non_allow_decision""]",0.58776432,True,387,66.60326136,0.62260109,True,625,91.91881191,0.60932207,True,50,36.09870729,0.42955181,True,196,56.61961283
TXN0000207814,C003430,2024-11-10 09:40:10,payment_link,0.90000000,1,payment_link,0,payment_link,allow,False,technical_retryable,True,0.05008107,286.60000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:286.6"", ""probability_margin:0.05986679"", ""decision_margin_passed""]",0.54085660,True,387,66.60326136,0.60072339,True,625,91.91881191,0.55064231,True,50,36.09870729,0.36847109,True,196,56.61961283
TXN0000044100,C000380,2024-11-10 10:11:23,payment_link,0.90000000,0,payment_link,0,payment_link,fallback,True,authentication_required,True,0.04502606,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.43159834,True,59,8.94277964,0.48242974,True,90,12.53697431,0.43740368,False,19,4.27099396,0.31952637,True,43,10.73819641
TXN0000070143,C002766,2024-11-10 10:17:58,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,no_action,stop,False,customer_decline,False,0.01012871,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.42807207,False,19,3.41762696,0.47984862,False,2,2.00000000,0.48997733,False,6,6.00000000,0.35684586,False,1,1.00000000
TXN0000024970,C000569,2024-11-10 10:28:35,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,no_action,stop,False,authentication_required,False,0.02954310,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.58249962,False,49,7.23938140,0.66910714,False,8,4.29589038,0.63956404,False,23,3.80324523,0.49549386,False,11,2.70552140
TXN0000140363,C000933,2024-11-10 10:55:54,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,no_action,stop,False,authentication_required,False,0.05239731,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.59051871,True,47,47.00000000,0.64314288,False,2,2.00000000,0.59074557,False,21,3.60798899,0.50953472,False,12,3.68852452
TXN0000137139,C008319,2024-11-10 11:29:26,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,no_action,stop,False,customer_decline,False,0.02151996,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.62715870,False,49,7.23938140,0.67610818,False,8,4.29589038,0.65458822,False,23,3.80324523,0.53557569,False,11,2.70552140
TXN0000104113,C006685,2024-11-10 12:46:52,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,authentication_required,True,0.03037918,67.28000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:31.62"", ""probability_margin:0.03037918"", ""fallback_ineligible""]",0.55551386,True,362,56.55389812,0.62302804,True,241,49.77543607,0.59264886,True,96,34.06733257,0.38660288,True,512,71.09486331
TXN0000117047,C004761,2024-11-10 13:05:13,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,no_action,stop,False,customer_decline,False,0.01769948,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.65945095,True,58,8.97709815,0.69607306,False,3,3.00000000,0.67837358,False,24,3.90270249,0.57197201,False,8,8.00000000
TXN0000123373,C001097,2024-11-10 13:13:02,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,no_action,stop,False,customer_decline,False,0.02981555,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.60002959,False,49,7.23938140,0.65087366,False,8,4.29589038,0.62105811,False,23,3.80324523,0.45626473,False,11,2.70552140
TXN0000193884,C006157,2024-11-10 14:29:17,retry_payment,0.90000000,1,retry_payment,0,payment_link,allow,False,technical_retryable,True,0.04748046,36.15000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:36.15"", ""probability_margin:0.04965907"", ""decision_margin_passed""]",0.61081535,True,362,56.55389812,0.66047442,True,241,49.77543607,0.61299396,True,96,34.06733257,0.45165995,True,512,71.09486331
TXN0000124222,C006630,2024-11-10 14:38:02,payment_link,0.90000000,0,payment_link,0,payment_link,allow,False,customer_decline,True,0.02909976,224.63000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:72.36"", ""probability_margin:0.02909976"", ""fallback_ineligible""]",0.53641015,True,129,19.07760664,0.62714195,True,218,30.47265689,0.59804219,True,34,21.95535821,0.40408626,True,65,18.84615345
TXN0000168522,C004799,2024-11-10 14:40:57,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,no_action,stop,False,technical_retryable,False,0.00598884,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.55351412,False,49,7.90577463,0.57390714,False,6,6.00000000,0.56791830,True,63,11.63500628,0.43170428,True,88,12.69429910
TXN0000234040,C003886,2024-11-10 14:43:19,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,retry_payment,fallback,True,technical_retryable,True,0.03518784,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.58173895,True,172,27.72056966,0.60432875,False,17,16.07278182,0.63951659,True,66,18.92736169,0.47798347,True,211,29.09046962
TXN0000206134,C003754,2024-11-10 14:43:48,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,retry_payment,fallback,True,technical_retryable,True,0.01580125,,False,"[""decision_uncertain"", ""expected_value_margin:4.387535572052002"", ""probability_margin:0.034894466400146484"", ""margin_not_applicable_to_non_allow_decision""]",0.66669703,True,359,56.24386377,0.70159149,True,85,37.80492775,0.68579024,True,126,41.91580028,0.56697160,True,694,97.85794000
TXN0000108405,C004719,2024-11-10 15:55:26,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,payment_link,fallback,True,customer_decline,True,0.02136666,,False,"[""decision_uncertain"", ""expected_value_margin:1.1900315880775452"", ""probability_margin:0.021366655826568604"", ""margin_not_applicable_to_non_allow_decision""]",0.59984326,True,382,61.49646714,0.65858477,True,55,50.36414754,0.63721812,True,122,42.51287438,0.48926279,True,685,101.16768160
TXN0000082892,C003977,2024-11-10 17:22:49,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,technical_retryable,True,0.00728488,40.92000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:40.93"", ""probability_margin:0.0571568"", ""decision_margin_passed""]",0.57387489,True,362,56.55389812,0.63103169,True,241,49.77543607,0.63831657,True,96,34.06733257,0.44661301,True,512,71.09486331
TXN0000082161,C006925,2024-11-10 18:27:39,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,payment_link,allow,False,technical_retryable,True,0.02853739,44.51000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:44.52"", ""probability_margin:0.03664845"", ""decision_margin_passed""]",0.53248084,True,134,25.67475706,0.56912929,True,55,23.54174517,0.59766668,True,69,17.37637634,0.39528030,True,213,29.38877094
TXN0000181164,C001738,2024-11-10 19:13:45,payment_link,0.90000000,0,payment_link,0,payment_link,allow,False,technical_retryable,True,0.03724414,136.86000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:136.86"", ""probability_margin:0.05443734"", ""decision_margin_passed""]",0.53885537,True,387,66.60326136,0.59329271,True,625,91.91881191,0.55604857,True,50,36.09870729,0.39196700,True,196,56.61961283
TXN0000014662,C003535,2024-11-10 19:43:56,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,whatsapp_reminder,fallback,True,customer_decline,True,0.03998286,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.63901716,True,126,18.74890631,0.67900002,False,9,9.00000000,0.61531150,True,73,15.08078281,0.53594714,True,237,33.53941007
TXN0000155460,C001407,2024-11-10 19:54:22,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,technical_retryable,False,0.03074831,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.60725647,False,11,11.00000000,0.66210914,False,6,1.39509533,0.63136083,False,2,2.00000000,0.44329989,False,1,1.00000000
TXN0000010586,C008286,2024-11-10 19:57:55,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,no_action,stop,False,authentication_required,False,0.05557239,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.63699752,True,60,8.27440554,0.71430492,False,1,1.00000000,0.65873253,False,46,6.69767366,0.55707061,True,93,13.89845234
TXN0000204178,C000932,2024-11-10 20:48:36,payment_link,0.90000000,0,payment_link,0,no_action,stop,False,technical_retryable,False,0.01538306,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.67885685,False,49,7.23938140,0.72433794,False,8,4.29589038,0.70895487,False,23,3.80324523,0.55976588,False,11,2.70552140
TXN0000118247,C003666,2024-11-10 21:22:12,retry_payment,0.90000000,0,retry_payment,0,no_action,stop,False,authentication_required,False,0.01791543,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.61955267,False,49,7.23938140,0.67360914,False,8,4.29589038,0.65569371,False,23,3.80324523,0.47585890,False,11,2.70552140
TXN0000229608,C006973,2024-11-10 21:25:52,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,authentication_required,False,0.03319085,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.69046253,False,49,7.23938140,0.70997202,False,8,4.29589038,0.74316287,False,23,3.80324523,0.51206887,False,11,2.70552140
TXN0000171486,C009628,2024-11-10 22:21:25,retry_payment,0.90000000,1,retry_payment,0,payment_link,allow,False,technical_retryable,True,0.01715803,46.21000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:46.22"", ""probability_margin:0.02586615"", ""decision_margin_passed""]",0.65105331,True,387,66.60326136,0.67691946,True,625,91.91881191,0.69407749,True,50,36.09870729,0.49024191,True,196,56.61961283
TXN0000064104,C007585,2024-11-10 22:32:42,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,fallback,True,customer_decline,True,0.00398946,,False,"[""decision_uncertain"", ""expected_value_margin:3.1675753593444824"", ""probability_margin:0.003989458084106445"", ""margin_not_applicable_to_non_allow_decision""]",0.63669282,True,382,61.49646714,0.65724051,True,55,50.36414754,0.66122997,True,122,42.51287438,0.51732057,True,685,101.16768160
TXN0000172853,C009309,2024-11-11 06:54:10,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,allow,False,customer_decline,True,0.02017909,7.35000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:16.04"", ""probability_margin:0.02124828"", ""fallback_ineligible""]",0.68095928,True,134,25.67475706,0.67989010,True,55,23.54174517,0.70113838,True,69,17.37637634,0.54540157,True,213,29.38877094
TXN0000051831,C007934,2024-11-11 08:04:44,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,allow,False,customer_decline,True,0.03697258,62.52000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:27.81"", ""probability_margin:0.03697258"", ""fallback_ineligible""]",0.49012586,True,134,25.67475706,0.57686430,True,55,23.54174517,0.53989172,True,69,17.37637634,0.39299065,True,213,29.38877094
TXN0000146044,C006961,2024-11-11 09:41:24,retry_payment,0.90000000,0,retry_payment,0,no_action,stop,False,customer_decline,False,0.02785552,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.69468307,False,49,7.23938140,0.72253859,False,8,4.29589038,0.68908781,False,23,3.80324523,0.53436488,False,11,2.70552140
TXN0000056223,C000950,2024-11-11 10:29:44,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,retry_payment,fallback,True,technical_retryable,True,0.02841419,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.61888540,True,58,8.97709815,0.66052812,False,3,3.00000000,0.68894231,False,24,3.90270249,0.53039372,False,8,8.00000000
TXN0000062411,C003164,2024-11-11 11:01:28,retry_payment,0.03333333,1,escalate_to_merchant,0,payment_link,fallback,True,customer_decline,True,0.00282902,,False,"[""decision_uncertain"", ""expected_value_margin:2.372610926628113"", ""probability_margin:0.0028290152549743652"", ""margin_not_applicable_to_non_allow_decision""]",0.53632420,True,129,19.07760664,0.56453890,True,218,30.47265689,0.56170988,True,34,21.95535821,0.40558761,True,65,18.84615345
TXN0000068347,C000603,2024-11-11 11:19:28,payment_link,0.90000000,1,payment_link,0,payment_link,fallback,True,customer_decline,True,0.00005573,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.60979658,True,387,66.60326136,0.64428109,True,625,91.91881191,0.64433682,True,50,36.09870729,0.45016786,True,196,56.61961283
TXN0000191329,C003606,2024-11-11 12:12:13,retry_payment,0.90000000,0,retry_payment,0,no_action,stop,False,customer_decline,False,0.03228307,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.51883864,False,18,18.00000000,0.52931774,False,1,1.00000000,0.56160080,False,7,3.29758098,0.40877998,False,0,0.00000000
TXN0000243280,C006489,2024-11-11 12:14:04,retry_payment,0.90000000,1,retry_payment,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.02634859,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.66879386,True,60,8.27440554,0.70945507,False,1,1.00000000,0.68310648,False,46,6.69767366,0.55358505,True,93,13.89845234
TXN0000184665,C002155,2024-11-11 13:03:58,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.00934821,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.65507495,True,126,18.74890631,0.68229115,False,9,9.00000000,0.67294294,True,73,15.08078281,0.56213689,True,237,33.53941007
TXN0000231968,C000626,2024-11-11 13:40:53,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.00125736,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.66580242,True,126,18.74890631,0.67102969,False,9,9.00000000,0.67228705,True,73,15.08078281,0.54904431,True,237,33.53941007
TXN0000242207,C000658,2024-11-11 13:43:28,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,no_action,stop,False,technical_retryable,False,0.09422246,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.49345729,False,49,7.23938140,0.58954298,False,8,4.29589038,0.49532053,False,23,3.80324523,0.38571250,False,11,2.70552140
TXN0000143840,C008737,2024-11-11 14:05:11,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,no_action,stop,False,authentication_required,False,0.01762384,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.66171205,True,126,18.74890631,0.68496579,False,9,9.00000000,0.70258963,True,73,15.08078281,0.58298588,True,237,33.53941007
TXN0000172570,C007661,2024-11-11 14:09:01,retry_payment,0.90000000,0,retry_payment,0,no_action,stop,False,technical_retryable,False,0.02723384,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.69363445,False,49,7.23938140,0.75218064,False,8,4.29589038,0.72494680,False,23,3.80324523,0.58125597,False,11,2.70552140
TXN0000111127,C009956,2024-11-11 16:28:11,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.00826722,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.51341021,True,60,8.27440554,0.50997919,False,1,1.00000000,0.52167743,False,46,6.69767366,0.43863323,True,93,13.89845234
TXN0000069376,C002375,2024-11-11 17:05:05,retry_payment,0.90000000,1,retry_payment,0,no_action,stop,False,technical_retryable,False,0.05380887,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.55203807,False,49,7.23938140,0.60584694,False,8,4.29589038,0.54782069,False,23,3.80324523,0.42117929,False,11,2.70552140
TXN0000089598,C006139,2024-11-11 17:13:00,whatsapp_reminder,0.03333333,1,escalate_to_merchant,0,whatsapp_reminder,fallback,True,authentication_required,True,0.00309402,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.59350628,True,172,27.72056966,0.61482263,False,17,16.07278182,0.61791664,True,66,18.92736169,0.47104630,True,211,29.09046962
TXN0000103154,C007007,2024-11-11 17:13:16,payment_link,0.90000000,1,payment_link,0,no_action,stop,False,customer_decline,False,0.04962444,,False,"[""customer_opted_out"", ""margin_not_applicable_to_non_allow_decision""]",0.54451257,True,387,66.60326136,0.58448392,True,625,91.91881191,0.63410836,True,50,36.09870729,0.38196281,True,196,56.61961283
TXN0000068286,C002046,2024-11-11 17:26:58,retry_payment,0.90000000,0,retry_payment,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.01563466,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.52495563,True,58,8.97709815,0.54241663,False,25,3.45418296,0.55805129,False,10,3.52962620,0.36768532,False,12,7.36805008
TXN0000124183,C007299,2024-11-11 18:27:31,payment_link,0.90000000,0,payment_link,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.01285082,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.54740596,True,129,19.07760664,0.59656066,True,218,30.47265689,0.60941148,True,34,21.95535821,0.40155014,True,65,18.84615345
TXN0000111293,C005528,2024-11-11 18:46:13,retry_payment,0.90000000,0,retry_payment,0,no_action,stop,False,customer_decline,False,0.00118452,,False,"[""no_eligible_positive_value_action"", ""failure_matrix:block"", ""margin_not_applicable_to_non_allow_decision""]",0.63983017,True,58,8.97709815,0.66499388,False,25,3.45418296,0.66617841,False,10,3.52962620,0.52977419,False,12,7.36805008
TXN0000134966,C003540,2024-11-11 19:06:15,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.01918691,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.71057487,True,47,47.00000000,0.74287611,False,2,2.00000000,0.72368920,False,21,3.60798899,0.57813931,False,12,3.68852452
TXN0000042622,C003565,2024-11-11 19:11:02,retry_payment,0.90000000,1,retry_payment,0,payment_link,allow,False,technical_retryable,True,0.02234435,88.06000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:88.07"", ""probability_margin:0.04931504"", ""decision_margin_passed""]",0.69370580,True,129,19.07760664,0.74302083,True,218,30.47265689,0.72067648,True,34,21.95535821,0.54924816,True,65,18.84615345
TXN0000123708,C008867,2024-11-11 19:27:14,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,fallback,True,authentication_required,True,0.00762790,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.62891924,False,49,7.90577463,0.65738392,False,6,6.00000000,0.66501182,True,63,11.63500628,0.50991100,True,88,12.69429910
TXN0000225091,C002479,2024-11-11 20:04:46,retry_payment,0.90000000,1,retry_payment,0,retry_payment,fallback,True,technical_retryable,True,0.00588977,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.56226695,True,73,10.21909638,0.56815672,False,23,5.49540018,0.55616868,True,54,8.41672235,0.41472355,True,72,12.00499847
TXN0000090561,C008893,2024-11-11 20:19:09,payment_link,0.90000000,0,payment_link,0,payment_link,allow,False,customer_decline,True,0.01974356,70.53000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:64.48"", ""probability_margin:0.01974356"", ""fallback_ineligible""]",0.57059443,True,129,19.07760664,0.59382802,True,218,30.47265689,0.57408446,True,34,21.95535821,0.41137624,True,65,18.84615345
TXN0000133177,C006538,2024-11-11 20:19:31,payment_link,0.90000000,1,payment_link,0,payment_link,allow,False,technical_retryable,True,0.00466985,187.45000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:187.45"", ""probability_margin:0.02837157"", ""decision_margin_passed""]",0.51926434,True,387,66.60326136,0.54763591,True,625,91.91881191,0.55230576,True,50,36.09870729,0.32581812,True,196,56.61961283
TXN0000000684,C008860,2024-11-11 20:35:40,payment_link,0.90000000,1,payment_link,0,payment_link,fallback,True,authentication_required,True,0.01582086,,False,"[""decision_uncertain"", ""expected_value_margin:60.542996764183044"", ""probability_margin:0.015820860862731934"", ""margin_not_applicable_to_non_allow_decision""]",0.53432804,True,387,66.60326136,0.58242130,True,625,91.91881191,0.56660044,True,50,36.09870729,0.37789539,True,196,56.61961283
TXN0000213407,C005688,2024-11-11 21:51:09,whatsapp_reminder,0.03333333,1,escalate_to_merchant,0,retry_payment,fallback,True,technical_retryable,True,0.03232127,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.51649457,True,126,18.74890631,0.56782907,False,9,9.00000000,0.53550780,True,73,15.08078281,0.42745510,True,237,33.53941007
TXN0000028885,C004356,2024-11-11 22:11:25,retry_payment,0.90000000,0,retry_payment,0,payment_link,allow,False,customer_decline,True,0.03863162,139.90000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:121.99"", ""probability_margin:0.03863162"", ""fallback_ineligible""]",0.59812707,True,387,66.60326136,0.64411604,True,625,91.91881191,0.60548443,True,50,36.09870729,0.43432370,True,196,56.61961283
TXN0000153023,C007250,2024-11-11 22:36:25,payment_link,0.90000000,0,payment_link,0,payment_link,allow,False,technical_retryable,True,0.03830451,226.52000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:226.52"", ""probability_margin:0.0397085"", ""decision_margin_passed""]",0.56233120,True,129,19.07760664,0.60203969,True,218,30.47265689,0.56373519,True,34,21.95535821,0.40570444,True,65,18.84615345
TXN0000150620,C001091,2024-11-11 22:42:34,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,fallback,True,authentication_required,True,0.00923228,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.49898729,True,126,18.74890631,0.48975500,False,9,9.00000000,0.48587158,True,73,15.08078281,0.43482766,True,237,33.53941007
TXN0000020190,C008696,2024-11-12 05:43:55,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,allow,False,authentication_required,True,0.05004233,56.28000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:61.1"", ""probability_margin:0.05004233"", ""fallback_ineligible""]",0.66325349,True,134,25.67475706,0.66596276,True,55,23.54174517,0.71600509,True,69,17.37637634,0.53368980,True,213,29.38877094
TXN0000107522,C006170,2024-11-12 06:29:06,payment_link,0.90000000,1,payment_link,0,payment_link,fallback,True,authentication_required,True,0.01719612,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.59400922,True,387,66.60326136,0.63291341,True,625,91.91881191,0.65010953,True,50,36.09870729,0.42264980,True,196,56.61961283
TXN0000243264,C006239,2024-11-12 07:05:05,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,escalate_to_merchant,fallback,True,merchant_configuration,True,0.00382757,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.58553201,True,126,18.74890631,0.63170046,False,9,9.00000000,0.62787288,True,73,15.08078281,0.49256775,True,237,33.53941007
TXN0000029284,C005342,2024-11-12 08:14:29,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,fallback,True,customer_decline,True,0.00881833,,False,"[""decision_uncertain"", ""expected_value_margin:14.145924985408783"", ""probability_margin:0.008818328380584717"", ""margin_not_applicable_to_non_allow_decision""]",0.72363359,True,362,56.55389812,0.72996312,True,241,49.77543607,0.73878145,True,96,34.06733257,0.61039662,True,512,71.09486331
TXN0000209482,C008562,2024-11-12 09:00:52,payment_link,0.03333333,1,whatsapp_reminder,0,payment_link,allow,False,customer_decline,True,0.01720804,23.38000000,False,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:13.29"", ""probability_margin:0.01720804"", ""fallback_ineligible""]",0.67109233,True,362,56.55389812,0.70584464,True,241,49.77543607,0.68863660,True,96,34.06733257,0.55555528,True,512,71.09486331
TXN0000146659,C000266,2024-11-12 09:04:36,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,retry_payment,fallback,True,technical_retryable,True,0.03252679,,False,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None"", ""margin_not_applicable_to_non_allow_decision""]",0.59702963,True,172,27.72056966,0.61017114,False,17,16.07278182,0.64269793,True,66,18.92736169,0.47900414,True,211,29.09046962
